id;item;x;y;z
658408857357299782;keygraphite;620,059937;95,6943359;147,655151
-4096270998472852176;keygraphite;620,469971;91,5748291;40,8199463
5482956089120637285;keygraphite;620,797485;91,5231323;38,7576294
3594521099163077460;keygraphite;622,489014;95,2802811;146,943848
-4358666778764651135;keygraphite;640,190186;55,6727791;-181,685486
7192084307549386385;keygraphite;641,837769;55,6858864;-183,60144
-7541131451437901576;keygraphite;642,396118;47,9468384;-292,453979
8242727183717581112;keygraphite;644,710815;47,8670959;-292,827698
126654800443019217;keygraphite;648,106079;50,474472;293,806274
-1556472309463686576;keygraphite;648,725586;50,1433182;295,421875
-3289656353305263189;keygraphite;656,965332;49,2685699;-729,575378
-7805213287865247131;keygraphite;657,429077;36,2534523;471,909912
5589299019608661731;keygraphite;657,873779;49,4381828;-731,95874
2984647571195796460;keygraphite;666,651733;25,529892;533,871704
-1821060045216973163;keygraphite;686,020874;83,7460022;311,014282
8636821007033267030;keygraphite;686,400146;84,4400024;308,619995
-1004723407867906530;keygraphite;708,385498;27,5456486;-880,5354
7573629707857405671;keygraphite;710,914063;27,5013428;-880,67572
7922959491253500776;keygraphite;732,621216;46,006218;-314,053162
8496586752410180949;keygraphite;735,246094;46,3968201;-314,383911
-4250552947947936039;keygraphite;792,886108;49,2032394;-846,484497
-2159367325234847650;keygraphite;793,924072;48,8036118;-843,879272
-8293853309713029687;keygraphite;803,340088;25,9899902;-153,429932
-6022962016583743432;keygraphite;808,881836;50,1037979;180,11615
3964315377521215659;keygraphite;820,083374;32,4550934;382,543579
3099968076411412833;keygraphite;822,047729;32,2301559;382,660522
8881100967478537179;keygraphite;829,477295;27,4827042;-381,825684
-1353905768324858817;keygraphite;829,846069;27,4468384;-384,43396
