id,type,item,item_id,amount,x,y,z,area,state
349,unique,KeyGraphite,187,2,-383.37,51.22,828.68,,confirmed
350,unique,KeyGraphite,187,1,-383.05,71.25,691.64,,confirmed
100,unique,KeyGraphite,187,2,-368.13,99.2,-646.05,,confirmed
351,unique,KeyGraphite,187,2,-362.81,64.95,-241.63,,needs check
101,unique,KeyGraphite,187,1,-352.24,63.49,46.59,,confirmed
102,unique,KeyGraphite,187,1,-344.02,139.51,492.29,,confirmed
103,unique,KeyGraphite,187,2,-337.994,103.957,-512.514,,confirmed
352,unique,KeyGraphite,187,1,-302.3,62.35,-112.61,,needs check
105,unique,KeyGraphite,187,2,-295.19,25.99,811.36,,confirmed
104,unique,KeyGraphite,187,2,-294.94,85.44,-674.56,,confirmed
106,unique,KeyGraphite,187,2,-286.05,78.93,108.7,,confirmed
107,unique,KeyGraphite,187,1,-266.96,84.91,267.75,,confirmed
353,unique,KeyGraphite,187,1,-257.555,75.4389,-782.609,,confirmed
354,unique,KeyGraphite,187,1,-237.23,115.11,411.21,,confirmed
108,unique,KeyGraphite,187,2,-227.116,74.593,-212.77,,confirmed
213,unique,KeyGraphite,187,2,-213.75,72.74,-118.91,,confirmed
110,unique,KeyGraphite,187,1,-211.861,36.6955,-506.743,,needs check
109,unique,KeyGraphite,187,2,-211.52,96.05,614.33,,confirmed
990,unique,KeyGraphite,187,2,-198,138.44,318.43,,needs check
111,unique,KeyGraphite,187,1,-187.41,56.56,-433.49,,confirmed
112,unique,KeyGraphite,187,2,-179.05,64.37,21.35,,confirmed
114,unique,KeyGraphite,187,2,-160.12,66.28,599.37,,confirmed
113,unique,KeyGraphite,187,2,-158.651,66.34,-228.214,,confirmed
355,unique,KeyGraphite,187,2,-134.64,67.15,663.5,,confirmed
115,unique,KeyGraphite,187,2,-131.26,117.68,471.39,,confirmed
116,unique,KeyGraphite,187,2,-123.8,44.88,-543.57,,confirmed
117,unique,KeyGraphite,187,1,-114.23,131.52,256.41,,confirmed
356,unique,KeyGraphite,187,2,-101.77,102.03,454.02,,confirmed
357,unique,KeyGraphite,187,2,-101.35,90.57,550.93,,confirmed
185,unique,KeyGraphite,187,1,-83.16,45.74,740.83,,confirmed
359,unique,KeyGraphite,187,1,-61.36,93.79,292.8,,confirmed
358,unique,KeyGraphite,187,2,-60.3,62.64,-496.03,,needs check
118,unique,KeyGraphite,187,2,-47.3,59.02,-247.16,,confirmed
119,unique,KeyGraphite,187,2,-46.8611,78.3755,-147.823,,needs check
121,unique,KeyGraphite,187,2,-34.3611,51.4555,-414.673,,needs check
120,unique,KeyGraphite,187,1,-30.059,85.826,88.859,,confirmed
188,unique,KeyGraphite,187,2,-22.9,27.24,909.81,,confirmed
122,unique,KeyGraphite,187,1,-13.61,76.77,426.17,,confirmed
124,unique,KeyGraphite,187,2,-11.46,72.74,335.54,,confirmed
123,unique,KeyGraphite,187,1,-8.42001,77.98,247.95,,confirmed
125,unique,KeyGraphite,187,2,7.34,27.06,-538.09,,confirmed
991,unique,KeyGraphite,187,1,17.16,75.94,-93.07,,needs check
126,unique,KeyGraphite,187,2,44.96,51.43,369.18,,confirmed
127,unique,KeyGraphite,187,1,48.99,30.45,719.64,,confirmed
128,unique,KeyGraphite,187,2,85.95,75.914,-365.15,,confirmed
360,unique,KeyGraphite,187,2,95.81,60.63,-89.35,,confirmed
129,unique,KeyGraphite,187,2,103.56,55.9,243.06,,confirmed
159,unique,KeyGraphite,187,1,114,34.26,564.86,,confirmed
130,unique,KeyGraphite,187,2,122.49,66.9,37.07,,confirmed
131,unique,KeyGraphite,187,2,143.34,37.17,220.51,,confirmed
361,unique,KeyGraphite,187,2,146.04,68.12,-164.96,,confirmed
132,unique,KeyGraphite,187,1,163.867,38.363,329.255,,confirmed
176,unique,KeyGraphite,187,2,184.32,25.23,796.55,,confirmed
133,unique,KeyGraphite,187,1,218.789,53.1355,5.33685,,needs check
134,unique,KeyGraphite,187,2,232.2,34,400.08,,confirmed
135,unique,KeyGraphite,187,1,256.536,25.073,584.325,,confirmed
136,unique,KeyGraphite,187,2,266.96,40.44,-380.64,,confirmed
249,unique,KeyGraphite,187,2,307.57,95.68,-206.25,,confirmed
137,unique,KeyGraphite,187,2,335.19,32.91,862.69,,confirmed
138,unique,KeyGraphite,187,1,366.04,27.34,949.8,,confirmed
362,unique,KeyGraphite,187,1,366.16,60.15,-83.83,,confirmed
139,unique,KeyGraphite,187,1,397.139,34.7855,427.337,,needs check
140,unique,KeyGraphite,187,2,420.84,38.12,135.95,,confirmed
141,unique,KeyGraphite,187,2,426.43,82.88,31.33,,needs check
143,unique,KeyGraphite,187,1,436.059,43.867,845.731,,confirmed
144,unique,KeyGraphite,187,1,473.62,30.17,-571.8,,confirmed
145,unique,KeyGraphite,187,1,475.64,34.59,547.12,,confirmed
146,unique,KeyGraphite,187,2,490.21,26.042,773.61,,confirmed
243,unique,KeyGraphite,187,2,545.96,58.76,-355.85,,confirmed
363,unique,KeyGraphite,187,2,549.36,45.22,-430.59,,confirmed
147,unique,KeyGraphite,187,2,559.15,73.31,324.93,,confirmed
364,unique,KeyGraphite,187,2,612.07,42.41,-485.64,,needs check
148,unique,KeyGraphite,187,2,618.72,27.93,889.14,,confirmed
366,unique,KeyGraphite,187,2,619.75,92.07,38.35,,needs check
365,unique,KeyGraphite,187,2,619.92,96.03,146.1,,needs check
149,unique,KeyGraphite,187,2,639.52,55.69,-184.17,,confirmed
367,unique,KeyGraphite,187,2,643.62,47.75,-292.13,,confirmed
150,unique,KeyGraphite,187,2,646.73,50.35,294.31,,confirmed
232,unique,KeyGraphite,187,2,657.13,49.53,-730.91,,confirmed
151,unique,KeyGraphite,187,1,659.21,36.09,472.01,,confirmed
152,unique,KeyGraphite,187,1,664.72,25.34,532.67,,confirmed
153,unique,KeyGraphite,187,2,685.19,84,309.45,,confirmed
233,unique,KeyGraphite,187,2,710.94,28.61,-878.18,,confirmed
326,unique,KeyGraphite,187,2,733.24,46.15,-315.34,,confirmed
230,unique,KeyGraphite,187,2,792.16,48.9,-843.59,,confirmed
154,unique,KeyGraphite,187,1,803.96,26.03,-154.72,,confirmed
161,unique,KeyGraphite,187,1,807.07,50.75,179.37,,confirmed
155,unique,KeyGraphite,187,2,819.5,32.48,380.73,,confirmed
156,unique,KeyGraphite,187,2,828.91,27.68,-380.08,,confirmed
992,unique,KeyGraphite,187,2,904.59,30.93,846.12,,needs check
