id,type,item,item_id,amount,x,y,z,area,state
49,unique,Amphiscis_Orb,296,,-352.457,142.168,365.248,,confirmed
50,unique,Amphiscis_Orb,296,,-309.41,82.32,-487.96,,confirmed
328,unique,Amphiscis_Orb,296,,-302.423,77.7912,-397.239,,needs check
51,unique,Amphiscis_Orb,296,,-287.494,24.8102,802.668,,confirmed
52,unique,Amphiscis_Orb,296,,-256.13,92.85,243.26,,removed
329,unique,Amphiscis_Orb,296,,-234.177,68.1542,659.348,,amount
53,unique,Amphiscis_Orb,296,,-228.637,46.6742,-657.392,,confirmed
new,unique,Amphiscis_Orb,296,,-220.985,89.5772,139.517,,added
54,unique,Amphiscis_Orb,296,,-129.635,95.0322,323.507,,confirmed
new,unique,Amphiscis_Orb,296,,-114.024,27.3022,-495.726,,added
189,unique,Amphiscis_Orb,296,,-96.3535,36.478,885.661,,confirmed
55,unique,Amphiscis_Orb,296,,-41.9537,26.0372,-956.897,,confirmed
56,unique,Amphiscis_Orb,296,,-18.3307,98.8262,169.615,,confirmed
57,unique,Amphiscis_Orb,296,,11.45,66.7302,207.41,,confirmed
58,unique,Amphiscis_Orb,296,,11.92,76.17,-94.99,,removed
new,unique,Amphiscis_Orb,296,,25.9064,77.4522,89.6943,,added
59,unique,Amphiscis_Orb,296,,36.6333,37.1992,431.338,,confirmed
60,unique,Amphiscis_Orb,296,,50.7014,78.5792,-186.253,,confirmed
330,unique,Amphiscis_Orb,296,,76.93,62.41,80.50,,removed
61,unique,Amphiscis_Orb,296,,110.413,72.0372,-195.082,,confirmed
62,unique,Amphiscis_Orb,296,,126.683,84.1622,-383.731,,confirmed
63,unique,Amphiscis_Orb,296,,152.58,34.31,554.45,,confirmed
331,unique,Amphiscis_Orb,296,,168.964,68.2042,660.937,,needs check
64,unique,Amphiscis_Orb,296,,200.81,38.03,191.67,,confirmed
65,unique,Amphiscis_Orb,296,,244.469,60.7022,-276.056,,confirmed
66,unique,Amphiscis_Orb,296,,254.871,53.9352,-357.63,,confirmed
67,unique,Amphiscis_Orb,296,,258.19,38.96,270.34,,confirmed
68,unique,Amphiscis_Orb,296,,302.489,28.4722,579.512,,confirmed
69,unique,Amphiscis_Orb,296,,385.24,74.82,218.15,,confirmed
248,unique,Amphiscis_Orb,296,,393.026,107.326,-263.466,,moved
new,unique,Amphiscis_Orb,296,,414.026,221.171,835.315,NewHome,added
70,unique,Amphiscis_Orb,296,,415.712,32.5002,669.899,,confirmed
71,unique,Amphiscis_Orb,296,,482.54,37.3,161.1,,confirmed
72,unique,Amphiscis_Orb,296,,493.24,34.79,-240.61,,confirmed
73,unique,Amphiscis_Orb,296,,526.913,49.7669,-274.737,,confirmed
74,unique,Amphiscis_Orb,296,,589.341,72.3452,430.558,,moved
327,unique,Amphiscis_Orb,296,,635.733,62.6169,-299.767,,confirmed
new,unique,Amphiscis_Orb,296,,672.856,44.1422,419.584,,added
231,unique,Amphiscis_Orb,296,,692.32,52.78,-850.96,,confirmed
333,unique,Amphiscis_Orb,296,,703.52,38.37,-87.86,,removed
75,unique,Amphiscis_Orb,296,,717.727,65.4972,-467.497,,moved
76,unique,Amphiscis_Orb,296,,741.04,30.04,-451.18,,removed
new,unique,Amphiscis_Orb,296,,746.246,46.1892,-49.2337,,added
77,unique,Amphiscis_Orb,296,,780.887,82.86,237.726,,confirmed
78,unique,Amphiscis_Orb,296,,805.492,27.2422,-278.822,,confirmed
79,unique,Amphiscis_Orb,296,,814.557,42.993,-769.572,,confirmed
80,unique,Amphiscis_Orb,296,,829.06,37.95,324.18,,removed
81,unique,Amphiscis_Orb,296,,928.33,29.5997,752.78,,confirmed
